station_id,latitude,longitude,geohash,city,price,availability,demand,connector_type,power_rating_kW,time_of_day,wait_time,num_charging_points,charger_downtime_%,nearby_facilities,renewable_energy_%,ev_type_preference,weather_condition,traffic_congestion,station_type,maintenance_status,user_rating,num_reviews,charging_time_est_min,payment_methods
EVS3828,23.057016996058397,72.53043095218732,ts5e4m,Ahmedabad,20.52,10,35.5,CCS2,250,4,2.9,9,0.05,Rest Area,25.6,Generic,Clear,Medium,Public Fast,Under Maintenance,3.8,143,7.2,"RFID, App Wallet"
EVS3829,28.635981156609716,77.18230005924791,ttnfum,Delhi,21.2,2,65.7,Type 2 AC,50,23,7.0,16,11.35,Restaurant,45.8,All,Storm,Medium,Private Fleet,Under Maintenance,4.1,191,36.0,"RFID, App Wallet, UPI"
EVS3830,23.064649906826318,72.52386698206895,ts5e4q,Ahmedabad,12.24,5,45.8,Type 2 AC,22,23,2.8,4,9.63,Hotel,30.2,Generic,Clear,High,Public Slow,Faulty,5.0,313,204.5,"UPI, App Wallet, Card"
EVS3831,11.024312470568434,77.00075710464297,t9yy8n,Coimbatore,12.75,8,39.6,GB/T,100,4,7.0,5,10.08,Rest Area,44.1,Two-Wheelers,Rain,Medium,Public Fast,Operational,4.9,210,30.0,"RFID, UPI, App Wallet"
EVS3832,28.618519762695605,77.21882762552805,ttnfv1,Delhi,8.1,1,40.2,GB/T,50,13,0.9,13,8.94,Gas Station,81.6,Generic,Rain,High,Highway Hub,Faulty,3.3,124,36.0,"App Wallet, UPI"
EVS3833,17.380892487448243,78.48601424616206,tepfcu,Hyderabad,18.12,4,31.9,GB/T,100,16,10.0,13,17.84,Hotel,8.9,Generic,Clear,Low,Private Fleet,Faulty,4.2,182,30.0,"App Wallet, RFID"
EVS3834,12.947574114862817,77.63523262817387,tdr1wt,Bangalore,17.16,0,39.5,Tesla,100,17,19.3,19,2.3,Restaurant,9.0,Two-Wheelers,Cloudy,Low,Private Fleet,Faulty,4.4,426,30.0,UPI
EVS3835,22.529982943571074,88.38108930211695,tunb5j,Kolkata,6.16,14,29.1,CCS2,100,18,1.6,17,8.84,Shopping Mall,52.9,Tesla,Rain,Low,Public Slow,Faulty,3.9,156,45.0,"RFID, UPI, Card"
EVS3836,19.12234482871944,72.88628378557874,te7uf9,Mumbai,23.85,9,36.0,GB/T,50,1,9.0,3,19.18,Rest Area,70.5,Two-Wheelers,Cloudy,Low,Public Slow,Under Maintenance,5.0,192,60.0,"Card, RFID"
EVS3837,28.595901862200186,77.21642400603903,ttnftj,Delhi,13.45,11,47.5,CCS2,50,17,3.3,4,19.07,Hotel,33.8,All,Storm,Medium,Public Fast,Operational,3.0,143,36.0,App Wallet
EVS3838,28.64330494925559,77.24158979866357,ttnfvw,Delhi,19.46,10,82.0,Tesla,22,21,5.3,4,17.2,Rest Area,80.0,Generic,Storm,High,Highway Hub,Under Maintenance,5.0,270,204.5,"RFID, App Wallet, UPI"
EVS3839,28.617021009197696,77.1708198528893,ttnfu1,Delhi,23.14,13,50.3,GB/T,50,11,0.4,16,16.22,Hotel,19.5,Two-Wheelers,Storm,High,Public Fast,Faulty,3.4,240,60.0,RFID
EVS3840,19.100125410108504,72.90424768861563,te7udv,Mumbai,13.45,10,27.2,GB/T,100,18,3.4,2,13.89,Restaurant,37.3,Two-Wheelers,Cloudy,High,Public Fast,Under Maintenance,3.7,19,30.0,"Card, UPI, App Wallet"
EVS3841,18.491350559931913,73.85434708211139,tek90w,Pune,10.99,9,20.4,GB/T,250,16,8.8,19,8.2,Restaurant,47.2,Generic,Storm,Medium,Highway Hub,Operational,3.6,369,18.0,RFID
EVS3842,12.984036436979475,77.56850383955228,tdr1v5,Bangalore,20.35,14,82.3,Tesla,22,18,0.8,2,14.81,Hotel,52.8,Generic,Storm,High,Private Fleet,Faulty,3.8,175,204.5,Card
EVS3843,12.965750321096989,77.56250011161052,tdr1ub,Bangalore,13.99,4,13.1,Type 2 AC,100,19,5.9,6,0.85,Restaurant,38.3,Generic,Rain,Low,Private Fleet,Under Maintenance,3.1,475,45.0,"RFID, Card, App Wallet"
EVS3844,19.115747212145227,72.88496082247889,te7udx,Mumbai,18.15,9,29.4,Tesla,100,19,3.9,8,19.17,Restaurant,69.5,Two-Wheelers,Rain,Low,Public Slow,Under Maintenance,4.5,87,30.0,"App Wallet, UPI, RFID"
EVS3845,11.010679123935233,76.98585416196792,t9ywxu,Coimbatore,11.83,2,54.2,CCS2,250,4,7.7,3,16.49,Gas Station,2.3,Generic,Rain,Medium,Private Fleet,Operational,4.2,1,7.2,"UPI, App Wallet"
EVS3846,28.637950759567012,77.17544420982733,ttnfuj,Delhi,12.48,11,48.0,Type 2 AC,250,15,7.0,13,5.87,Gas Station,97.0,Generic,Storm,Medium,Public Slow,Faulty,3.5,191,7.2,App Wallet
EVS3847,19.074212521025085,72.90736051474427,te7ue0,Mumbai,5.73,11,43.1,CCS2,50,1,7.4,4,2.5,Rest Area,52.9,All,Rain,Medium,Private Fleet,Operational,5.0,211,90.0,Card
EVS3848,19.077616077353643,72.86436352285129,te7ud0,Mumbai,10.21,10,47.2,CHAdeMO,150,8,8.5,9,0.58,Shopping Mall,26.6,Two-Wheelers,Storm,Medium,Public Fast,Faulty,3.6,269,30.0,"UPI, Card, App Wallet"
EVS3849,12.971058119525363,77.56840659620508,tdr1v1,Bangalore,5.09,2,37.8,GB/T,150,4,9.8,13,3.67,Restaurant,45.3,Two-Wheelers,Rain,Low,Private Fleet,Operational,4.0,476,12.0,"Card, App Wallet"
EVS3850,18.47111238648163,73.84404811557242,tek906,Pune,21.26,5,23.8,CCS2,150,14,1.6,13,8.72,Gas Station,36.9,All,Clear,Medium,Public Fast,Under Maintenance,4.1,198,20.0,"UPI, App Wallet"
EVS3851,12.909858689882169,80.25393233843522,tf316n,Chennai,14.71,0,22.8,CCS2,250,15,27.3,8,3.86,Hotel,9.0,Generic,Clear,High,Private Fleet,Operational,3.4,166,18.0,UPI
EVS3852,10.998732425200513,76.97620176922963,t9ywxd,Coimbatore,12.57,12,46.8,CHAdeMO,250,15,9.5,18,17.73,Shopping Mall,54.6,Tesla,Clear,Low,Private Fleet,Operational,5.0,191,18.0,"UPI, RFID"
EVS3853,12.982636627019188,77.64056709536364,tdr1yg,Bangalore,5.78,1,51.1,Tesla,250,13,9.6,16,10.82,Hotel,26.4,Two-Wheelers,Storm,Medium,Public Slow,Faulty,4.8,365,18.0,"UPI, Card"
EVS3854,18.56792673454548,73.86231824541716,tek98u,Pune,19.72,1,44.0,CHAdeMO,150,1,2.2,12,15.37,Rest Area,79.0,All,Storm,High,Highway Hub,Under Maintenance,3.5,446,30.0,"UPI, App Wallet"
EVS3855,18.48523169949426,73.83068022911452,tek90j,Pune,14.75,5,29.6,GB/T,50,5,0.5,15,4.31,Rest Area,94.5,Tesla,Clear,High,Public Slow,Under Maintenance,3.5,322,60.0,"Card, RFID"
EVS3856,12.929291009044894,80.30214463365333,tf31e3,Chennai,6.33,15,38.5,Tesla,100,20,3.9,8,9.57,Hotel,0.4,Tesla,Clear,Low,Public Fast,Under Maintenance,3.4,494,18.0,"App Wallet, UPI, Card"
EVS3857,11.026329078096854,76.9701459560035,t9ywxr,Coimbatore,8.51,8,39.9,GB/T,22,17,4.5,4,17.8,Gas Station,95.0,Two-Wheelers,Rain,Low,Public Slow,Operational,3.9,273,136.4,"App Wallet, Card, UPI"
EVS3858,28.575578584648827,77.24848611064152,ttnftf,Delhi,9.6,14,67.3,CHAdeMO,150,22,4.6,2,10.2,Shopping Mall,54.8,Generic,Cloudy,Low,Public Slow,Under Maintenance,4.2,376,12.0,"UPI, RFID"
EVS3859,12.918163447515568,80.3178083026902,tf317x,Chennai,5.36,0,31.5,Type 2 AC,22,23,34.4,5,4.04,Restaurant,81.6,All,Storm,High,Public Slow,Operational,3.5,28,136.4,"Card, UPI, RFID"
EVS3860,17.425609463844754,78.49452665391136,tepg4h,Hyderabad,21.24,9,29.7,CHAdeMO,250,6,9.4,9,5.93,Rest Area,0.8,All,Clear,High,Highway Hub,Under Maintenance,3.7,48,18.0,"App Wallet, RFID, Card"
EVS3861,19.095960684747926,72.88228231071557,te7udk,Mumbai,9.82,4,72.7,Tesla,250,19,4.0,9,7.43,Shopping Mall,1.6,All,Storm,Low,Public Slow,Faulty,5.0,161,12.0,App Wallet
EVS3862,19.088271790531294,72.90461622168301,te7udf,Mumbai,9.75,4,29.5,CHAdeMO,100,23,1.4,7,12.07,Shopping Mall,52.0,Tesla,Storm,High,Public Slow,Faulty,3.3,365,30.0,App Wallet
EVS3863,13.00650363580301,77.57319838222925,tdr1vp,Bangalore,11.59,5,33.9,Tesla,22,0,5.3,16,6.5,Restaurant,49.1,All,Cloudy,Medium,Public Fast,Under Maintenance,4.1,340,204.5,"RFID, UPI, App Wallet"
EVS3864,19.06407207211911,72.89371345549998,te7u6w,Mumbai,11.32,10,49.9,CCS2,100,15,4.3,3,3.02,Gas Station,14.6,Tesla,Clear,Medium,Highway Hub,Faulty,4.5,280,18.0,"UPI, App Wallet, Card"
EVS3865,12.853094055669565,80.23585668027603,tf311g,Chennai,21.84,4,38.2,GB/T,150,12,5.4,15,15.96,Hotel,34.0,All,Clear,Medium,Public Fast,Faulty,4.1,350,30.0,"App Wallet, Card"
EVS3866,18.564247191238604,73.87509917323914,tek995,Pune,8.53,14,48.9,CHAdeMO,250,7,9.4,5,16.99,Rest Area,98.7,Two-Wheelers,Rain,High,Highway Hub,Faulty,4.7,226,7.2,"Card, UPI"
EVS3867,12.890422587485487,80.29426139202639,tf3174,Chennai,15.2,4,19.1,CHAdeMO,250,1,1.5,18,18.75,Shopping Mall,78.0,Tesla,Rain,Medium,Private Fleet,Under Maintenance,3.9,473,12.0,"App Wallet, UPI, RFID"
EVS3868,12.965864445115537,77.57596600044326,tdr1v2,Bangalore,19.15,10,57.9,Tesla,50,23,8.5,8,8.12,Hotel,2.4,Tesla,Rain,Medium,Public Fast,Under Maintenance,3.9,411,90.0,"RFID, App Wallet"
EVS3869,28.645427129851857,77.17419747529227,ttnfun,Delhi,5.79,13,58.3,Tesla,22,5,2.3,6,5.94,Hotel,61.5,Generic,Clear,Medium,Public Fast,Operational,3.2,88,136.4,RFID
EVS3870,26.834795621849633,80.91102076130488,tuc89j,Lucknow,21.91,4,43.5,CHAdeMO,250,1,7.6,17,18.06,Gas Station,19.9,Tesla,Storm,Low,Highway Hub,Operational,4.6,167,12.0,"UPI, RFID, Card"
EVS3871,12.971082255434775,77.5533267349359,tdr1uc,Bangalore,23.58,15,34.2,Tesla,100,4,0.5,17,19.92,Rest Area,51.8,Generic,Clear,High,Public Slow,Under Maintenance,3.3,171,18.0,"App Wallet, UPI"
EVS3872,26.87171562440147,80.95291432149298,tuc8f5,Lucknow,5.02,9,48.4,GB/T,150,19,5.4,5,12.68,Shopping Mall,37.4,Generic,Cloudy,High,Highway Hub,Under Maintenance,3.7,151,20.0,"UPI, Card"
EVS3873,12.984015723603195,77.64175460295947,tdr1yg,Bangalore,18.48,3,29.8,CHAdeMO,50,18,0.0,4,10.57,Hotel,71.7,Tesla,Storm,High,Public Fast,Under Maintenance,5.0,88,36.0,"RFID, App Wallet, Card"
EVS3874,12.990728661404175,77.62475625213678,tdr1yk,Bangalore,24.74,3,48.4,Tesla,250,17,0.4,12,5.79,Gas Station,8.8,Tesla,Clear,Medium,Highway Hub,Under Maintenance,3.2,92,12.0,"Card, UPI"
EVS3875,12.968043775238993,77.5504445637372,tdr1u8,Bangalore,11.73,13,47.2,CCS2,50,9,5.5,12,7.8,Hotel,85.5,All,Storm,Medium,Public Fast,Operational,3.3,357,36.0,"RFID, Card, App Wallet"
EVS3876,17.4160847761392,78.45627230876026,tepg16,Hyderabad,12.3,6,32.6,CCS2,250,21,0.1,9,18.55,Gas Station,35.6,Tesla,Rain,High,Public Fast,Under Maintenance,3.0,29,12.0,"UPI, RFID, Card"
EVS3877,11.048406926482299,76.92503414750104,t9ywy7,Coimbatore,19.9,2,52.7,GB/T,250,17,2.6,6,5.89,Gas Station,94.1,Two-Wheelers,Rain,High,Public Slow,Faulty,4.5,235,12.0,"App Wallet, RFID, UPI"
EVS3878,12.920585951885098,80.26019159852717,tf31d2,Chennai,19.44,5,69.3,CCS2,150,9,1.5,19,1.05,Shopping Mall,76.2,Two-Wheelers,Rain,Medium,Private Fleet,Operational,3.4,330,20.0,"Card, App Wallet, RFID"
EVS3879,26.824757090518013,80.91166382181125,tuc895,Lucknow,7.23,4,65.2,CCS2,22,16,3.5,2,13.63,Shopping Mall,77.8,Generic,Cloudy,Medium,Public Slow,Operational,3.5,122,81.8,App Wallet
EVS3880,19.10479825645164,72.89233429318602,te7udt,Mumbai,5.56,15,17.1,CCS2,250,5,5.3,20,5.49,Gas Station,34.2,Tesla,Clear,Low,Public Slow,Faulty,3.4,479,18.0,"App Wallet, RFID, Card"
EVS3881,12.859909190704263,80.24212795485998,tf311v,Chennai,11.65,15,55.9,CHAdeMO,50,20,7.4,3,0.2,Restaurant,63.7,Tesla,Storm,Medium,Public Fast,Operational,3.6,365,60.0,Card
EVS3882,28.616122701658707,77.24533827430868,ttnfvc,Delhi,8.83,5,29.9,Tesla,22,15,7.1,15,14.36,Restaurant,26.7,Tesla,Clear,Medium,Highway Hub,Under Maintenance,4.3,487,136.4,"App Wallet, Card, RFID"
EVS3883,12.968311194248079,77.63452878444997,tdr1y8,Bangalore,18.7,4,54.8,CCS2,250,15,3.2,15,4.62,Hotel,23.9,Generic,Storm,High,Private Fleet,Faulty,3.7,488,18.0,"UPI, App Wallet, RFID"
EVS3884,13.016343093262275,77.63683676181195,tdr4n9,Bangalore,17.88,6,23.3,GB/T,50,0,4.6,3,4.02,Hotel,58.1,Generic,Cloudy,Medium,Public Fast,Faulty,4.0,34,60.0,UPI
EVS3885,12.9622150470212,77.56320757554653,tdr1sz,Bangalore,8.02,10,28.9,Type 2 AC,100,0,2.4,20,3.85,Restaurant,75.3,All,Clear,Medium,Highway Hub,Under Maintenance,3.9,388,45.0,RFID
EVS3886,28.600360916330633,77.18861887292094,ttnfsq,Delhi,19.94,9,57.3,CCS2,22,18,4.8,6,12.96,Hotel,81.1,Generic,Storm,Low,Private Fleet,Under Maintenance,3.5,156,204.5,App Wallet
EVS3887,19.090098578816264,72.91240415109581,te7ue5,Mumbai,6.28,5,55.6,CHAdeMO,100,3,8.2,2,17.0,Shopping Mall,89.7,Generic,Clear,Medium,Public Slow,Under Maintenance,3.0,435,30.0,UPI
EVS3888,17.422186200188467,78.5317548405874,tepg55,Hyderabad,8.4,10,42.5,CCS2,50,14,5.2,10,10.22,Shopping Mall,96.2,All,Clear,Medium,Public Fast,Operational,4.2,322,60.0,Card
EVS3889,23.0267033778794,72.6056411879191,ts5dup,Ahmedabad,15.38,3,5.0,CHAdeMO,150,22,9.7,18,6.5,Hotel,25.0,Tesla,Rain,Medium,Highway Hub,Under Maintenance,3.3,88,12.0,App Wallet
EVS3890,13.021194061469654,77.60381891319668,tdr4jf,Bangalore,21.87,1,50.9,Tesla,250,12,8.1,13,6.58,Gas Station,23.1,Two-Wheelers,Cloudy,High,Public Fast,Operational,4.6,399,18.0,RFID
EVS3891,17.345205623570507,78.44442474098868,tepf9j,Hyderabad,12.57,12,16.3,Tesla,100,13,9.6,15,6.5,Shopping Mall,63.9,Tesla,Clear,High,Highway Hub,Faulty,5.0,363,18.0,"UPI, RFID"
EVS3892,17.374804561966954,78.47149697819894,tepfcd,Hyderabad,16.54,2,29.3,CCS2,22,14,0.6,12,15.13,Restaurant,43.1,All,Cloudy,Medium,Public Slow,Operational,4.3,430,204.5,"UPI, App Wallet"
EVS3893,18.556808733744028,73.90014917525924,tek99d,Pune,16.38,15,49.3,GB/T,22,6,9.4,12,2.45,Restaurant,58.7,Two-Wheelers,Rain,Low,Public Slow,Operational,3.3,199,81.8,App Wallet
EVS3894,11.02010850692756,77.00470619308292,t9yy8q,Coimbatore,7.31,2,58.9,CCS2,22,20,6.4,8,2.53,Gas Station,85.0,Tesla,Clear,High,Public Fast,Operational,3.3,451,81.8,"RFID, Card"
EVS3895,13.007918075535063,77.54541353599194,tdr4h8,Bangalore,9.72,2,22.2,CCS2,250,22,6.9,3,19.03,Shopping Mall,57.6,Tesla,Cloudy,Medium,Public Fast,Under Maintenance,4.6,112,12.0,"UPI, App Wallet"
EVS3896,22.588693976794932,88.35705292204858,tunbd8,Kolkata,7.71,4,26.5,Tesla,50,18,2.3,15,10.85,Rest Area,86.0,Generic,Clear,High,Private Fleet,Under Maintenance,3.4,217,60.0,App Wallet
EVS3897,28.64177767459818,77.1751086007817,ttnfun,Delhi,7.78,4,24.9,Type 2 AC,100,3,9.3,8,18.47,Shopping Mall,34.1,Two-Wheelers,Cloudy,Low,Public Fast,Under Maintenance,4.7,230,30.0,"App Wallet, UPI"
EVS3898,12.96588249115003,77.62390001288865,tdr1y2,Bangalore,12.48,15,43.3,CCS2,150,1,9.7,15,7.19,Gas Station,80.4,All,Cloudy,Medium,Public Slow,Faulty,3.4,248,30.0,"App Wallet, UPI"
EVS3899,12.947183235960285,77.61932470839395,tdr1wk,Bangalore,24.9,14,45.1,CCS2,100,13,3.7,11,19.8,Gas Station,44.7,All,Cloudy,Medium,Public Slow,Faulty,3.2,49,18.0,"Card, App Wallet"
EVS3900,18.532716791606585,73.8177796572683,tek3rv,Pune,7.16,14,90.5,Type 2 AC,22,19,7.3,3,13.59,Rest Area,90.0,All,Clear,Low,Private Fleet,Faulty,3.8,332,81.8,"App Wallet, Card"
EVS3901,17.428747898690254,78.52750572036372,tepg4u,Hyderabad,21.66,9,55.0,Tesla,22,6,4.4,2,17.24,Restaurant,95.4,Two-Wheelers,Clear,High,Public Slow,Under Maintenance,4.3,348,81.8,"UPI, App Wallet"
EVS3902,13.020266011449639,77.59960308786376,tdr4jf,Bangalore,12.67,9,37.0,CCS2,150,14,4.0,19,4.7,Hotel,78.3,All,Clear,High,Highway Hub,Under Maintenance,4.9,266,20.0,"UPI, RFID, Card"
EVS3903,26.8405962167771,80.92643041723814,tuc89w,Lucknow,7.67,3,31.2,Tesla,50,21,2.4,12,18.04,Hotel,83.1,Generic,Cloudy,Low,Public Slow,Operational,3.8,312,90.0,App Wallet
EVS3904,28.6413336585396,77.19352327970594,ttnfut,Delhi,19.86,3,63.0,GB/T,150,14,1.9,5,12.08,Hotel,73.4,All,Storm,Medium,Public Slow,Operational,3.2,317,12.0,"RFID, Card, UPI"
EVS3905,17.416443988016667,78.44376586189077,tepg14,Hyderabad,15.23,1,22.7,Tesla,100,6,1.9,6,5.11,Rest Area,89.7,Two-Wheelers,Clear,High,Private Fleet,Faulty,3.8,300,45.0,UPI
EVS3906,22.57986148182159,88.40115165922133,tunb7w,Kolkata,21.15,14,30.5,CCS2,22,1,0.7,5,6.56,Rest Area,80.4,Two-Wheelers,Clear,Low,Private Fleet,Operational,3.1,186,136.4,Card
EVS3907,12.921419336399214,80.24970480566562,tf31d0,Chennai,14.06,6,29.2,GB/T,22,6,1.0,11,10.81,Hotel,59.4,All,Storm,Low,Highway Hub,Under Maintenance,4.2,427,81.8,RFID
EVS3908,18.502621054516577,73.82375115652353,tek3rb,Pune,12.71,5,20.0,GB/T,22,10,8.0,5,1.44,Gas Station,66.7,Tesla,Storm,Low,Public Fast,Operational,3.4,88,204.5,UPI
EVS3909,22.987597201366004,72.6205997952137,ts5du8,Ahmedabad,7.42,6,60.6,Type 2 AC,100,18,5.1,18,6.42,Shopping Mall,31.6,Tesla,Storm,High,Public Fast,Operational,4.3,286,30.0,RFID
EVS3910,19.034644465400646,72.84191558941885,te7u39,Mumbai,13.83,14,71.9,Type 2 AC,100,20,9.2,7,9.6,Shopping Mall,65.0,All,Rain,Medium,Public Slow,Under Maintenance,4.2,11,30.0,"App Wallet, UPI, Card"
EVS3911,13.01225859257958,77.61952443332866,tdr4n2,Bangalore,7.19,12,31.1,GB/T,100,22,0.2,15,16.49,Rest Area,45.1,Tesla,Clear,High,Public Slow,Operational,3.9,48,30.0,Card
EVS3912,18.552941439344853,73.85249331487425,tek989,Pune,24.3,11,37.1,Type 2 AC,100,0,0.9,5,13.1,Hotel,50.1,All,Storm,High,Private Fleet,Faulty,3.3,52,18.0,"App Wallet, RFID, UPI"
EVS3913,19.10337599863629,72.9209473089574,te7uem,Mumbai,18.55,3,56.5,CCS2,50,3,7.1,3,8.2,Gas Station,36.3,Generic,Rain,High,Private Fleet,Faulty,4.1,147,90.0,"App Wallet, Card"
EVS3914,12.898696325827643,80.22254866675867,tf313s,Chennai,8.84,11,32.3,CHAdeMO,100,13,6.1,13,9.12,Shopping Mall,97.5,All,Clear,High,Public Fast,Faulty,4.6,286,18.0,"App Wallet, Card"
EVS3915,26.826013524772325,80.9072875982644,tuc895,Lucknow,17.8,11,27.6,CCS2,250,17,2.7,9,0.33,Hotel,35.7,Tesla,Cloudy,High,Public Slow,Operational,4.0,459,7.2,Card
EVS3916,18.55350619983423,73.81232077454783,tek3x9,Pune,8.34,8,46.1,CHAdeMO,22,15,8.3,8,16.04,Restaurant,36.4,Generic,Storm,Medium,Public Slow,Faulty,3.1,7,81.8,"App Wallet, UPI, Card"
EVS3917,26.81765398543836,80.97270821328642,tuc8dd,Lucknow,6.52,15,38.7,Tesla,100,15,6.9,2,1.66,Shopping Mall,45.9,All,Cloudy,High,Public Fast,Operational,3.8,20,45.0,"UPI, RFID"
EVS3918,17.424427828233057,78.53168844527139,tepg5h,Hyderabad,12.84,3,32.8,Type 2 AC,250,0,7.4,3,3.9,Restaurant,12.5,Generic,Rain,High,Private Fleet,Faulty,3.8,307,18.0,RFID
EVS3919,28.646329371057067,77.24695839458866,ttnfvy,Delhi,14.8,2,33.4,CHAdeMO,22,3,4.3,18,17.86,Restaurant,50.7,All,Clear,Low,Private Fleet,Under Maintenance,4.8,328,81.8,Card
EVS3920,19.032947866664113,72.8957950359024,te7u6b,Mumbai,9.62,7,45.8,Tesla,22,1,2.0,4,1.49,Rest Area,0.2,Generic,Clear,Low,Private Fleet,Under Maintenance,4.6,117,81.8,"RFID, Card, App Wallet"
EVS3921,12.933765874319782,77.60043815381866,tdr1tf,Bangalore,8.33,5,28.2,Tesla,100,1,9.7,3,10.72,Shopping Mall,20.3,Two-Wheelers,Storm,High,Highway Hub,Faulty,4.1,150,18.0,"Card, UPI"
EVS3922,12.90980489741897,80.30438449428036,tf317q,Chennai,19.3,8,31.2,CHAdeMO,250,6,8.6,16,15.16,Hotel,94.3,Two-Wheelers,Cloudy,Low,Public Slow,Operational,3.3,39,7.2,"Card, RFID"
EVS3923,28.571037687479926,77.218277607973,ttnft1,Delhi,20.3,5,56.5,CCS2,150,23,5.1,2,7.86,Hotel,29.2,Generic,Clear,Medium,Public Fast,Operational,3.5,402,12.0,UPI
EVS3924,17.33517453279228,78.46149965940835,tepf97,Hyderabad,8.67,4,36.6,CCS2,150,13,9.3,15,9.91,Gas Station,79.5,Two-Wheelers,Rain,Medium,Private Fleet,Faulty,3.3,155,20.0,Card
EVS3925,23.069512102645046,72.60680186076317,ts5ehp,Ahmedabad,8.24,12,22.5,Tesla,250,11,0.2,5,16.62,Restaurant,61.3,Generic,Clear,Low,Private Fleet,Operational,3.0,233,18.0,Card
EVS3926,28.60142730539559,77.23451788806949,ttnftw,Delhi,20.48,10,59.4,CCS2,150,15,5.7,19,19.38,Shopping Mall,6.9,Tesla,Clear,Medium,Public Fast,Under Maintenance,4.3,313,12.0,"RFID, Card"
EVS3927,28.659681036182672,77.19626699771918,ttngh9,Delhi,22.0,1,34.6,CCS2,250,7,5.5,4,0.42,Hotel,73.9,All,Rain,High,Private Fleet,Under Maintenance,3.9,74,12.0,"App Wallet, UPI"
EVS3928,23.037414395825532,72.52769601937679,ts5e43,Ahmedabad,14.82,14,43.3,CCS2,150,4,2.7,20,7.73,Restaurant,1.3,Tesla,Rain,Medium,Public Fast,Operational,3.4,78,30.0,"Card, App Wallet, UPI"
EVS3929,17.377466456161876,78.46653272203127,tepfce,Hyderabad,6.7,1,70.5,CHAdeMO,150,9,6.7,12,15.34,Restaurant,70.2,Generic,Clear,Low,Public Slow,Operational,4.3,361,20.0,UPI
EVS3930,18.551627800920034,73.80868422514203,tek3x9,Pune,18.54,15,68.9,CHAdeMO,100,12,1.3,18,7.0,Hotel,12.2,Tesla,Cloudy,High,Public Slow,Faulty,3.6,357,18.0,"App Wallet, Card, UPI"
EVS3931,28.613772735965956,77.24180046597297,ttnfv8,Delhi,19.85,14,18.9,Type 2 AC,150,23,0.1,6,17.46,Restaurant,12.8,All,Clear,Low,Public Fast,Faulty,4.4,302,30.0,"RFID, App Wallet"
EVS3932,12.924537969966119,77.57429569834318,tdr1t0,Bangalore,15.09,14,96.5,CHAdeMO,100,9,4.0,4,12.34,Shopping Mall,75.1,Tesla,Rain,Low,Highway Hub,Faulty,3.7,388,45.0,"App Wallet, RFID, Card"
EVS3933,22.989492179283776,72.58873730822252,ts5dgc,Ahmedabad,20.44,15,44.1,CHAdeMO,100,0,3.1,5,5.89,Gas Station,45.4,Tesla,Clear,Low,Public Slow,Operational,3.3,181,18.0,UPI
EVS3934,18.52460954818614,73.87123609146138,tek92u,Pune,21.03,11,60.8,Tesla,50,9,8.0,19,3.3,Hotel,90.1,Generic,Rain,Medium,Public Fast,Faulty,3.5,323,90.0,"RFID, Card, UPI"
EVS3935,17.357225686489745,78.44439250651071,tepf9p,Hyderabad,11.68,5,48.4,Tesla,50,8,7.0,3,14.75,Hotel,99.8,Generic,Clear,Medium,Highway Hub,Under Maintenance,3.3,450,90.0,App Wallet
EVS3936,17.338560694011942,78.5321034318071,tepfeh,Hyderabad,14.47,2,41.3,Type 2 AC,150,7,0.3,19,6.63,Rest Area,89.4,Tesla,Clear,High,Public Slow,Faulty,4.3,158,20.0,"App Wallet, RFID"
EVS3937,18.486653520553716,73.82375810970026,tek3pv,Pune,16.86,5,19.7,CCS2,250,2,9.6,12,6.43,Shopping Mall,32.7,Tesla,Cloudy,High,Public Fast,Operational,3.8,383,18.0,"RFID, App Wallet"
EVS3938,12.94087586007266,77.55119581090494,tdr1se,Bangalore,15.38,9,70.2,CCS2,150,2,1.1,18,11.34,Rest Area,76.4,Two-Wheelers,Clear,Low,Highway Hub,Operational,3.2,387,12.0,"UPI, App Wallet, RFID"
EVS3939,22.583532372359898,88.33953907908548,tunb6p,Kolkata,18.81,6,43.4,Tesla,250,8,5.4,11,17.44,Restaurant,73.2,Generic,Cloudy,Low,Highway Hub,Operational,3.5,0,7.2,Card
EVS3940,26.802215640554085,80.95063567413752,tuc86p,Lucknow,14.96,0,23.0,GB/T,50,14,26.9,14,7.79,Shopping Mall,12.9,All,Rain,Low,Public Fast,Operational,4.4,14,60.0,"RFID, App Wallet, Card"
EVS3941,19.075483917013354,72.90785503602199,te7ue0,Mumbai,23.93,10,35.3,CCS2,50,14,4.2,19,5.99,Hotel,65.7,Generic,Clear,Low,Public Slow,Under Maintenance,4.2,292,60.0,"UPI, App Wallet, RFID"
EVS3942,11.022655055824876,76.95665529478836,t9ywxn,Coimbatore,22.37,10,20.4,Tesla,100,14,1.7,2,16.54,Shopping Mall,12.6,Generic,Cloudy,Medium,Public Slow,Operational,4.9,389,45.0,"UPI, RFID"
EVS3943,12.925674096119003,80.30116474026597,tf31e3,Chennai,17.41,8,44.9,Tesla,22,9,9.1,19,5.66,Gas Station,72.0,Two-Wheelers,Cloudy,High,Highway Hub,Faulty,4.6,389,204.5,"App Wallet, Card"
EVS3944,19.042635407396656,72.91643272280155,te7u76,Mumbai,7.03,13,24.3,CHAdeMO,250,6,0.9,13,7.71,Gas Station,71.2,All,Rain,Low,Public Fast,Under Maintenance,5.0,165,12.0,UPI
